Source,Target,Type,Id,Label,Weight,1,2
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q470035,Undirected,648,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q588256,Undirected,649,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q66704,Undirected,650,,1,Kingdom of Saxony,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4241298,Undirected,651,,1,German Confederation,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q68493,Undirected,652,,1,German Confederation,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q92515,Undirected,653,,1,German Reich,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3113180,Undirected,654,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3776531,Undirected,655,,1,Kingdom of Italy,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2386863,Undirected,656,,1,Russian Empire,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q62656,Undirected,657,,1,Grand Duchy of Hesse,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1377569,Undirected,658,,1,Russian Empire,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q115731,Undirected,659,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q713005,Undirected,660,,1,Brazil,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18986804,Undirected,661,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q726124,Undirected,662,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5616178,Undirected,663,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q36563944,Undirected,664,,1,Peru,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q6090892,Undirected,665,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5889356,Undirected,666,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q912007,Undirected,667,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q429017,Undirected,668,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q64309,Undirected,669,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q19921906,Undirected,670,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q16011824,Undirected,671,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q62413,Undirected,672,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q91844,Undirected,673,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q70799,Undirected,674,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q9001520,Undirected,675,,1,Argentina,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21522498,Undirected,676,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q62625,Undirected,677,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3121211,Undirected,678,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1120552,Undirected,679,,1,Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21610255,Undirected,680,,1,Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3122774,Undirected,681,,1,Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q278294,Undirected,682,,1,Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q533348,Undirected,683,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5551926,Undirected,684,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18985046,Undirected,685,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18986874,Undirected,686,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q109694,Undirected,687,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21393127,Undirected,688,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1561875,Undirected,689,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3124605,Undirected,690,,1,Spain,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5555569,Undirected,691,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21522492,Undirected,692,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q15314238,Undirected,693,,1,Peru,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21339245,Undirected,694,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q16920430,Undirected,695,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q86620,Undirected,696,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1579326,Undirected,697,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1581631,Undirected,698,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5891921,Undirected,699,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5891924,Undirected,700,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5650687,Undirected,701,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1583166,Undirected,702,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q124491,Undirected,703,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3180318,Undirected,704,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5891952,Undirected,705,,1,Austria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1582996,Undirected,706,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q216451,Undirected,707,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1583110,Undirected,708,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q77892,Undirected,709,,1,German Reich,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q16671329,Undirected,710,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5390970,Undirected,711,,1,Austria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q214792,Undirected,712,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4530123,Undirected,713,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5892222,Undirected,714,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3127253,Undirected,715,,1,Finland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3127627,Undirected,716,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2840308,Undirected,717,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4091070,Undirected,718,,1,South Africa,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18983548,Undirected,719,,1,New Zealand,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q772064,Undirected,720,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2892642,Undirected,721,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4499088,Undirected,722,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5892623,Undirected,723,,1,Turkey,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5893518,Undirected,724,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q58806,Undirected,725,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4096101,Undirected,726,,1,Weimar Republic,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q67102,Undirected,727,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q72696,Undirected,728,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q215466,Undirected,729,,1,Holy Roman Empire,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4111929,Undirected,730,,1,Kingdom of Saxony,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4491255,Undirected,731,,1,German Confederation,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q62820,Undirected,732,,1,Kingdom of Saxony,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q85498,Undirected,733,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q90157,Undirected,734,,1,Austrian Empire,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q64566,Undirected,735,,1,Kingdom of Saxony,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q205828,Undirected,736,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q78396,Undirected,737,,1,German Reich,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q62591,Undirected,738,,1,Kingdom of Hanover,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q79184,Undirected,739,,1,Austria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5893557,Undirected,740,,1,Austrian Empire,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q112191,Undirected,741,,1,Austrian Empire,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q117245,Undirected,742,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q124330,Undirected,743,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q134118,Undirected,744,,1,Austria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q71821,Undirected,745,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q101515973,Undirected,746,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5703142,Undirected,747,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3784711,Undirected,748,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q276910,Undirected,749,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894348,Undirected,750,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2003874,Undirected,751,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894403,Undirected,752,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q116003,Undirected,753,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2517097,Undirected,754,,1,Belgium,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3132046,Undirected,755,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894433,Undirected,756,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q125675,Undirected,757,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894466,Undirected,758,,1,Denmark,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5627792,Undirected,759,,1,Denmark,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1800489,Undirected,760,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5719708,Undirected,761,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2657692,Undirected,762,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894527,Undirected,763,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5722627,Undirected,764,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2611285,Undirected,765,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q13423965,Undirected,766,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q70471,Undirected,767,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q733709,Undirected,768,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3088214,Undirected,769,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1349901,Undirected,770,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q97218,Undirected,771,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2882827,Undirected,772,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3133151,Undirected,773,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q20016691,Undirected,774,,1,Australia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q456472,Undirected,775,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894715,Undirected,776,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1609176,Undirected,777,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5894907,Undirected,778,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2193621,Undirected,779,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q92108,Undirected,780,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q86003,Undirected,781,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q115901,Undirected,782,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1563946,Undirected,783,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q62415,Undirected,784,,1,Nazi Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4290979,Undirected,785,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1612245,Undirected,786,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q73160,Undirected,787,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q97031,Undirected,788,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q66720,Undirected,789,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1613066,Undirected,790,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q86268,Undirected,791,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q107493960,Undirected,792,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1446856,Undirected,793,,1,Austria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1616636,Undirected,794,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1100487,Undirected,795,,1,Japan,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21513741,Undirected,796,,1,Austria-Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1618426,Undirected,797,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q60866,Undirected,798,,1,Hamburg,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21520183,Undirected,799,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q733976,Undirected,800,,1,Spain,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5792958,Undirected,801,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21517333,Undirected,802,,1,Japan,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5994869,Undirected,803,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3139666,Undirected,804,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q14369204,Undirected,805,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5903221,Undirected,806,,1,Iran,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4203096,Undirected,807,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q960251,Undirected,808,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q510757,Undirected,809,,1,People's Republic of China,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5904010,Undirected,810,,1,German Reich,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5927459,Undirected,811,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q983408,Undirected,812,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q718866,Undirected,813,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q223013,Undirected,814,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q13225449,Undirected,815,,1,South Africa,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5904341,Undirected,816,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q107858,Undirected,817,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5904496,Undirected,818,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q158476,Undirected,819,,1,Chile,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21340602,Undirected,820,,1,Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5905512,Undirected,821,,1,Belgium,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q64845,Undirected,822,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4172636,Undirected,823,,1,Austria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q6000246,Undirected,824,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q705803,Undirected,825,,1,Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5915938,Undirected,826,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21338021,Undirected,827,,1,Sweden,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1817129,Undirected,828,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4224039,Undirected,829,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q670050,Undirected,830,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5921048,Undirected,831,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21506287,Undirected,832,,1,Bulgaria,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q4216461,Undirected,833,,1,Soviet Union,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q10301856,Undirected,834,,1,Spain,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18982386,Undirected,835,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5923841,Undirected,836,,1,Canada,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5924427,Undirected,837,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5924432,Undirected,838,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5924438,Undirected,839,,1,Austria-Hungary,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5924639,Undirected,840,,1,Belgium,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3028229,Undirected,841,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5924642,Undirected,842,,1,Belgium,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q528925,Undirected,843,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3159964,Undirected,844,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q13427033,Undirected,845,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18176988,Undirected,846,,1,Belgium,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q10305348,Undirected,847,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q123996,Undirected,848,,1,Switzerland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925660,Undirected,849,,1,Canada,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2587046,Undirected,850,,1,Australia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925683,Undirected,851,,1,Canada,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925700,Undirected,852,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21339178,Undirected,853,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2589989,Undirected,854,,1,Australia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1680330,Undirected,855,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3046674,Undirected,856,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q18986875,Undirected,857,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1364160,Undirected,858,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925799,Undirected,859,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925802,Undirected,860,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3089419,Undirected,861,,1,Scotland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21519740,Undirected,862,,1,Canada,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q21388314,Undirected,863,,1,Canada,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925865,Undirected,864,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1461150,Undirected,865,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5925898,Undirected,866,,1,United Kingdom of Great Britain and Ireland,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1681620,Undirected,867,,1,United Kingdom,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q6148965,Undirected,868,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5854314,Undirected,869,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2007313,Undirected,870,,1,Kingdom of the Netherlands,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3161692,Undirected,871,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q1452824,Undirected,872,,1,Germany,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5926160,Undirected,873,,1,Greece,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2370200,Undirected,874,,1,United States of America,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3170540,Undirected,875,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q2593213,Undirected,876,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q61383,Undirected,877,,1,Kingdom of Prussia,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q5928718,Undirected,878,,1,France,nationality
Botanic Garden and Botanical Museum Berlin,http://www.wikidata.org/entity/Q3172827,Undirected,879,,1,Belgium,nationality
